target,method,baseline,split,n_points,rmse,mae,relative_l2,normalized_rmse,hot_q90_rmse,gradient_q90_rmse
target_camera_pair_std_delta,knn,model:knn:fit=train,val,26,1.590082,1.220802,0.437673,0.168395,2.498150,1.590082
target_camera_pair_std_delta,extra_trees,model:extra_trees:fit=train,test,26,3.059071,2.855388,0.804971,0.304303,4.069172,3.059071
target_camera_pair_std_delta,extra_trees,model:extra_trees:fit=train,train,76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_camera_pair_std_delta,extra_trees,model:extra_trees:fit=train,val,26,2.808151,2.542385,0.772949,0.297392,4.339278,2.808151
target_camera_pair_std_delta,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,26,0.614980,0.530688,0.161827,0.061175,1.004373,0.614980
target_camera_pair_std_delta,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,76,1.317336,0.757690,0.329274,0.104152,1.457164,1.317336
target_camera_pair_std_delta,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,26,0.443558,0.369503,0.122090,0.046974,0.591394,0.443558
target_camera_pair_gradient_delta,mean,constant:mean:fit=train,test,26,2.091922,2.087461,1.000000,0.460299,2.247627,2.091922
target_camera_pair_gradient_delta,mean,constant:mean:fit=train,train,76,2.242359,2.222062,1.000000,0.415132,2.536278,2.242359
target_camera_pair_gradient_delta,mean,constant:mean:fit=train,val,26,2.134205,2.130061,1.000000,0.447051,2.308645,2.134205
target_camera_pair_gradient_delta,knn,model:knn:fit=train,test,26,0.677470,0.440315,0.323851,0.149068,0.370207,0.677470
target_camera_pair_gradient_delta,knn,model:knn:fit=train,train,76,0.697683,0.386565,0.311138,0.129163,0.839908,0.697683
target_camera_pair_gradient_delta,knn,model:knn:fit=train,val,26,0.596395,0.391359,0.279446,0.124927,0.869981,0.596395
target_camera_pair_gradient_delta,extra_trees,model:extra_trees:fit=train,test,26,0.443715,0.403869,0.212109,0.097633,0.469633,0.443715
target_camera_pair_gradient_delta,extra_trees,model:extra_trees:fit=train,train,76,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
target_camera_pair_gradient_delta,extra_trees,model:extra_trees:fit=train,val,26,0.488869,0.439699,0.229064,0.102403,0.392490,0.488869
target_camera_pair_gradient_delta,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,test,26,0.183866,0.140186,0.087893,0.040457,0.042672,0.183866
target_camera_pair_gradient_delta,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,train,76,0.301242,0.176249,0.134342,0.055769,0.339194,0.301242
target_camera_pair_gradient_delta,hist_gradient_boosting,model:hist_gradient_boosting:fit=train,val,26,0.155436,0.125956,0.072831,0.032559,0.116200,0.155436
