file_id,member_name,member_size,registration_keyword,timing_keyword,command_keyword,target_keyword
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0112.csv,147658425,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0113.csv,156949467,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0114.csv,131775837,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0115.csv,135138506,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0116.csv,150543035,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0117.csv,151457516,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0118.csv,132388240,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0119.csv,137090165,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0120.csv,149864773,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0121.csv,150306727,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0122.csv,130917645,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0123.csv,137223528,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0124.csv,154945173,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0125.csv,147643249,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0126.csv,128490355,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0127.csv,138826564,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0128.csv,151209925,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0129.csv,146987758,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0130.csv,128568328,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0131.csv,139165514,false,false,true,false
p102_nist_build_command_data_zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0132.csv,156483475,false,false,true,false
