file_id,file_name,member_name,member_size,extension,roles,coordinate_transform,trigger_timing,source_command_path,target_observation,split_key
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0081.csv,159647419,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0082.csv,144989939,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0083.csv,132160771,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0084.csv,134627665,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0085.csv,159831128,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0086.csv,140890656,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0087.csv,131222097,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0088.csv,134562653,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0089.csv,162585355,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0090.csv,137815992,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0091.csv,132005301,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0092.csv,135408090,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0093.csv,160615551,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0094.csv,137674051,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0095.csv,133123226,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0096.csv,136763997,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0097.csv,160045603,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0098.csv,135216324,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0099.csv,132948462,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0100.csv,140893826,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0101.csv,160301776,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0102.csv,135325773,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0103.csv,133938433,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0104.csv,141352131,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0105.csv,159851736,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0106.csv,132212937,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0107.csv,131583746,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0108.csv,143870590,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0109.csv,158253184,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0110.csv,131706365,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0111.csv,136011801,.csv,source_command_path;split_key,false,false,true,false,true
p102_nist_build_command_data_zip,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0112.csv,147658425,.csv,source_command_path;split_key,false,false,true,false,true
