target,profile,method,split,n_rows,rmse,mae,r2,nrmse_train_std
Post-Test-Mass-Unrecovered-g,trigger_numeric,hist_gradient_boosting,val,84,6.296728737,4.852535402,-0.227884831,0.835931894
Post-Test-Mass-Unrecovered-g,trigger_numeric,hist_gradient_boosting,test,54,2.839919617,1.985323272,-0.032678995,0.377017890
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,knn,train,227,3.294973716,2.321766673,0.808655611,0.437429296
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,knn,val,84,6.114841144,4.118499702,-0.157971908,0.811785127
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,knn,test,54,2.650930581,1.992845370,0.100191775,0.351928361
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,extra_trees,train,227,0.001220240,0.000114537,0.999999974,0.000161995
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,extra_trees,val,84,5.299749210,3.652305548,0.130162147,0.703576346
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,extra_trees,test,54,2.314265506,1.725158713,0.314228215,0.307233871
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,hist_gradient_boosting,train,227,1.623489116,1.116545604,0.953547340,0.215528791
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,hist_gradient_boosting,val,84,4.339407144,3.085436128,0.416839009,0.576084660
Post-Test-Mass-Unrecovered-g,cell_trigger_safe,hist_gradient_boosting,test,54,2.510406066,1.750073981,0.193060082,0.333272813
Post-Test-Mass-Unrecovered-g,series_shortcut,knn,train,227,6.911417115,5.142407110,0.158128068,0.917535794
Post-Test-Mass-Unrecovered-g,series_shortcut,knn,val,84,6.774597354,5.590360417,-0.421329081,0.899372076
Post-Test-Mass-Unrecovered-g,series_shortcut,knn,test,54,6.290678709,5.000193519,-4.066969118,0.835128713
Post-Test-Mass-Unrecovered-g,series_shortcut,extra_trees,train,227,5.525131924,4.289424842,0.461981602,0.733497374
Post-Test-Mass-Unrecovered-g,series_shortcut,extra_trees,val,84,6.048787931,5.127129854,-0.133089938,0.803016131
Post-Test-Mass-Unrecovered-g,series_shortcut,extra_trees,test,54,6.509197182,5.616013805,-4.425104446,0.864138469
Post-Test-Mass-Unrecovered-g,series_shortcut,hist_gradient_boosting,train,227,5.603188245,4.426708948,0.446672508,0.743859861
Post-Test-Mass-Unrecovered-g,series_shortcut,hist_gradient_boosting,val,84,6.023087486,5.045282843,-0.123481715,0.799604229
Post-Test-Mass-Unrecovered-g,series_shortcut,hist_gradient_boosting,test,54,6.497624129,5.608493318,-4.405830423,0.862602070
