target,profile,model,model_label,alpha,l1_ratio,feature_count,train_rmse,val_rmse,test_rmse,phase156_guard_profile,phase156_guard_method,phase156_guard_val_rmse,phase156_guard_test_rmse,val_gain_vs_phase156,relative_val_gain_vs_phase156,test_gain_vs_phase156,test_reversal_ratio_vs_phase156,clears_phase156_validation_guard,clears_phase156_test_guard,selected_low_capacity
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,16,21.8172273066,22.8783658377,27.8211314828,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4719690323,-0.844078195833,-13.0914926522,1.88878571993,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.2,0.01,0.2,16,21.8206602356,22.9048305499,27.8247645685,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4984337445,-0.846211346385,-13.0951257379,1.8890323713,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.5,0.01,0.5,16,21.819532219,22.8967393139,27.822215153,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4903425085,-0.845559163793,-13.0925763225,1.88885929066,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.01;l1_ratio=0.8,0.01,0.8,16,21.8184413456,22.8879867517,27.8199354811,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.4815899463,-0.844853675948,-13.0902966506,1.88870452298,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.2,0.1,0.2,16,21.8881592335,23.0939466294,27.8951850596,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.687549824,-0.861454779465,-13.165546229,1.89381324149,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.5,0.1,0.5,16,21.8562577301,23.0162364604,27.8496112369,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.609839655,-0.855191061626,-13.1199724063,1.89071921975,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=0.1;l1_ratio=0.8,0.1,0.8,16,21.832069052,22.9376529279,27.8037001526,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.5312561225,-0.848856947561,-13.074061322,1.88760230122,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.2,1,0.2,16,23.4393482263,25.1628753209,28.9215362354,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-12.7564785155,-1.0282178392,-14.1918974049,1.96349255866,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.5,1,0.5,16,22.9497485987,24.5211256645,28.5419700151,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-12.1147288591,-0.976490519292,-13.8123311846,1.93772368376,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,elastic_net,elastic_net;alpha=1;l1_ratio=0.8,1,0.8,16,22.3942476844,23.7345195116,28.0528166477,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-11.3281227062,-0.913087247161,-13.3231778172,1.90451490159,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=1e-05,1e-05,,16,23.3070538312,22.9993461976,28.7849881808,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.5929493921,-0.853829645972,-14.0553493503,1.95422226655,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.001,0.001,,16,23.3070140502,22.9993281139,28.7849777352,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.5929313084,-0.853828188361,-14.0553389047,1.9542215574,false,false,false
target_critical_temp_K,iron_pnictide_chalcogenide_proxy,huber,huber;alpha=0.1,0.1,,16,23.3027091494,22.9969995046,28.7822373686,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-10.5906026992,-0.853640494117,-14.0525985381,1.95403551301,false,false,false
target_critical_temp_K,weighted_property_linear,ordinary_least_squares,ordinary_least_squares,,,17,20.1792106189,20.7806306629,23.926258723,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.3742338575,-0.674993230416,-9.19661989244,1.62436153379,false,false,false
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.0001,0.0001,,17,20.1792106189,20.7806306443,23.9262587497,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37423383885,-0.674993228913,-9.19661991922,1.62436153561,false,false,false
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=0.01,0.01,,17,20.179210619,20.7806287985,23.9262614003,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37423199308,-0.674993080137,-9.19662256974,1.62436171556,false,false,false
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=1,1,,17,20.1792113,20.7804455467,23.9265264312,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37404874127,-0.674978309385,-9.19688760064,1.62437970859,false,false,false
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=10,10,,17,20.179276578,20.7788964432,23.9289335522,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37249963782,-0.674853446101,-9.1992947217,1.62454312883,false,false,false
target_critical_temp_K,weighted_property_linear,ridge,ridge;alpha=100,100,,17,20.184183279,20.7722617466,23.9525797788,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.36586494123,-0.674318665802,-9.22294094831,1.62614847889,false,false,false
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.0001,0.0001,,17,20.179210656,20.7806078054,23.9263325052,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37421099997,-0.674991388017,-9.19669367466,1.62436654289,false,false,false
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.001,0.001,,17,20.1792143644,20.7804218648,23.9270259119,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37402505935,-0.674976400538,-9.19738708142,1.6244136185,false,false,false
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.01,0.01,,17,20.1795815908,20.7788472336,23.9340449223,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37245042824,-0.674849479632,-9.20440609181,1.62489014142,false,false,false
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=0.1,0.1,,17,20.2072692155,20.7961609821,24.023761118,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.38976417672,-0.676245029747,-9.29412228749,1.6309810033,false,false,false
target_critical_temp_K,weighted_property_linear,lasso,lasso;alpha=1,1,,17,20.6456120453,21.2729526645,24.7461552518,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.86655585905,-0.714676146356,-10.0165164213,1.68002457742,false,false,false
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.2,0.001,0.2,17,20.1792736281,20.7789705779,23.9288997694,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37257377249,-0.674859421621,-9.19926093887,1.6245408353,false,false,false
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.5,0.001,0.5,17,20.1792429236,20.7794951254,23.9281920747,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37309831995,-0.674901702024,-9.19855324413,1.62449278967,false,false,false
target_critical_temp_K,weighted_property_linear,elastic_net,elastic_net;alpha=0.001;l1_ratio=0.8,0.001,0.8,17,20.1792223209,20.7800454563,23.9274970385,weighted_feature_core,extra_trees,12.4063968054,14.7296388305,-8.37364865094,-0.674946060672,-9.19785820802,1.62444560344,false,false,false
